continent,location,date,total_cases_per_million,total_deaths_per_million,total_vaccinations_per_million
Asia,Afghanistan,05/03/2023,5090.573,191.569,388200
Asia,Afghanistan,28/02/2023,5089.43,191.569,367000
Asia,Afghanistan,26/02/2023,5087.704,191.545,358500
Asia,Afghanistan,23/02/2023,5086.342,191.545,338200
Asia,Afghanistan,19/02/2023,5083.692,191.52,330800
Asia,Afghanistan,14/02/2023,5082.087,191.52,310900
Asia,Afghanistan,12/02/2023,5078.1,191.52,310500
Asia,Afghanistan,29/01/2023,5067.499,191.253,308400
Asia,Afghanistan,22/01/2023,5059.645,191.107,308100
Asia,Afghanistan,16/01/2023,5056.533,190.986,306400
Asia,Afghanistan,06/01/2023,5051.5,190.864,304600
Asia,Afghanistan,22/12/2022,5038.176,190.742,302700
Asia,Afghanistan,05/12/2022,5014.397,190.475,299200
Asia,Afghanistan,27/11/2022,4998.836,190.451,298500
Asia,Afghanistan,16/11/2022,4977.513,190.378,297000
Asia,Afghanistan,15/11/2022,4974.863,190.353,296700
Asia,Afghanistan,08/11/2022,4957.357,190.329,296000
Asia,Afghanistan,02/11/2022,4939.778,190.207,295200
Asia,Afghanistan,01/11/2022,4937.249,190.183,294300
Asia,Afghanistan,24/10/2022,4915.026,190.086,293100
Asia,Afghanistan,16/10/2022,4889.424,189.916,291200
Asia,Afghanistan,11/10/2022,4875.03,189.818,290600
Asia,Afghanistan,04/10/2022,4852.831,189.721,289900
Asia,Afghanistan,28/09/2022,4832.384,189.6,288900
Asia,Afghanistan,26/09/2022,4825.211,189.575,288600
Asia,Afghanistan,19/09/2022,4797.931,189.551,287400
Asia,Afghanistan,12/09/2022,4765.812,189.332,285300
Asia,Afghanistan,11/09/2022,4756.938,189.332,285100
Asia,Afghanistan,04/09/2022,4714.145,189.162,281800
Asia,Afghanistan,31/08/2022,4698.657,189.089,281100
Asia,Afghanistan,22/08/2022,4638.286,188.773,277000
Asia,Afghanistan,15/08/2022,4596.417,188.627,272700
Asia,Afghanistan,07/08/2022,4547.814,188.481,238800
Asia,Afghanistan,27/07/2022,4500.159,188.238,195500
Asia,Afghanistan,19/07/2022,4466.144,188.019,191700
Asia,Afghanistan,17/07/2022,4460.381,187.946,163100
Asia,Afghanistan,10/07/2022,4454.765,187.873,157800
Asia,Afghanistan,30/06/2022,4435.581,187.752,156700
Asia,Afghanistan,27/06/2022,4428.749,187.63,155800
Asia,Afghanistan,21/06/2022,4419.023,187.557,154500
Asia,Afghanistan,15/06/2022,4406.55,187.46,153100
Asia,Afghanistan,01/06/2022,4384.935,187.338,150100
Asia,Afghanistan,23/05/2022,4369.593,187.168,148800
Asia,Afghanistan,15/05/2022,4358.093,186.974,147500
Asia,Afghanistan,10/05/2022,4352.428,186.852,146600
Asia,Afghanistan,08/05/2022,4350.312,186.828,146500
Asia,Afghanistan,05/05/2022,4349.875,186.828,146400
Asia,Afghanistan,26/04/2022,4345.984,186.804,145500
Asia,Afghanistan,27/04/2022,4346.568,186.804,145500
Asia,Afghanistan,18/04/2022,4338.034,186.682,144600
Asia,Afghanistan,14/04/2022,4335.943,186.633,144400
Asia,Afghanistan,04/04/2022,4323.664,186.512,142800
Asia,Afghanistan,22/03/2022,4308.201,186.098,139800
Asia,Afghanistan,17/03/2022,4297.308,186.025,139300
Asia,Afghanistan,06/03/2022,4239.052,185.32,136100
Asia,Afghanistan,27/02/2022,4210.678,184.494,134600
Asia,Afghanistan,20/02/2022,4180.285,183.181,131600
Asia,Afghanistan,14/02/2022,4148.045,182.208,129400
Asia,Afghanistan,07/02/2022,4040.748,180.701,126800
Asia,Afghanistan,02/02/2022,3980.668,180.336,125300
Asia,Afghanistan,31/01/2022,3942.252,180.142,124600
Asia,Afghanistan,27/01/2022,3907.435,179.947,123500
Asia,Afghanistan,26/01/2022,3896.348,179.85,123400
Asia,Afghanistan,24/01/2022,3882.489,179.753,122700
Asia,Afghanistan,19/01/2022,3865.275,179.509,121700
Asia,Afghanistan,17/01/2022,3859.512,179.412,121200
Asia,Afghanistan,13/01/2022,3854.017,179.339,120500
Asia,Afghanistan,11/01/2022,3851.173,179.266,119700
Asia,Afghanistan,09/01/2022,3849.981,179.169,119200
Asia,Afghanistan,27/12/2021,3840.402,178.804,113700
Asia,Afghanistan,14/11/2021,3805.414,177.297,97700
Asia,Afghanistan,30/09/2021,3769.916,175.157,57600
Asia,Afghanistan,31/08/2021,3725.373,173.066,48100
Asia,Afghanistan,20/08/2021,3706.602,171.51,29200
Asia,Afghanistan,24/07/2021,3493.078,155.439,28500
Asia,Afghanistan,18/07/2021,3418.58,149.457,26600
Asia,Afghanistan,14/07/2021,3322.321,144.011,24900
Asia,Afghanistan,11/07/2021,3247.799,139.173,23400
Asia,Afghanistan,07/07/2021,3137.001,131.66,22700
Asia,Afghanistan,05/07/2021,3062.017,128.45,22300
Asia,Afghanistan,30/06/2021,2885.061,118.433,21600
Asia,Afghanistan,27/06/2021,2777.131,113.06,20300
Asia,Afghanistan,22/06/2021,2571.168,104.379,18600
Asia,Afghanistan,14/06/2021,2223.699,87.822,16100
Asia,Afghanistan,08/06/2021,2001.664,79.044,15600
Asia,Afghanistan,03/06/2021,1826.434,73.768,15300
Asia,Afghanistan,02/06/2021,1799.859,73.112,15200
Asia,Afghanistan,30/05/2021,1720.474,70.972,14600
Asia,Afghanistan,26/05/2021,1647.095,69.416,14400
Asia,Afghanistan,27/05/2021,1662.243,69.757,14400
Asia,Afghanistan,24/05/2021,1611.402,68.371,13900
Asia,Afghanistan,20/05/2021,1570.069,67.398,13300
Asia,Afghanistan,11/05/2021,1517.259,65.891,12300
Asia,Afghanistan,22/04/2021,1417.791,62.268,5800
Asia,Afghanistan,07/04/2021,1382.803,61.076,2900
Asia,Afghanistan,16/03/2021,1361.456,59.812,1300
Asia,Afghanistan,28/02/2021,1354.623,59.399,200
Asia,Afghanistan,22/02/2021,1352.265,59.156,0
Europe,Albania,05/02/2023,117252.538,1265.165,1075900
Europe,Albania,15/01/2023,117176.544,1265.165,1072100
Europe,Albania,08/01/2023,117114.974,1265.165,1070500
Europe,Albania,11/12/2022,116938.71,1264.461,1064500
Europe,Albania,27/11/2022,116877.14,1264.461,1061600
Europe,Albania,13/11/2022,116805.368,1264.461,1059500
Europe,Albania,23/10/2022,116662.879,1263.757,1054200
Europe,Albania,16/10/2022,116613.271,1263.405,1052500
Europe,Albania,25/09/2022,116370.512,1262.702,1047800
Europe,Albania,18/09/2022,116212.542,1261.646,1046400
Europe,Albania,04/09/2022,115650.677,1260.591,1043600
Europe,Albania,21/08/2022,113849.682,1257.424,1040100
Europe,Albania,31/07/2022,108811.892,1244.759,1034600
Europe,Albania,24/07/2022,106038.1,1238.778,1032300
Europe,Albania,10/07/2022,100527.457,1234.908,1027100
Europe,Albania,26/06/2022,97881.729,1230.334,1022400
Europe,Albania,19/06/2022,97464.816,1230.334,1019900
Europe,Albania,05/06/2022,97200.243,1230.334,1014300
Europe,Albania,29/05/2022,97108.065,1230.334,1011000
Europe,Albania,22/05/2022,97024.33,1230.334,1008500
Europe,Albania,15/05/2022,96922.653,1230.334,999500
Europe,Albania,01/05/2022,96752.721,1229.982,994100
Europe,Albania,20/04/2022,96577.512,1229.982,985600
Europe,Albania,14/04/2022,96483.222,1229.278,982800
Europe,Albania,11/04/2022,96448.04,1228.575,980600
Europe,Albania,07/04/2022,96400.192,1228.575,978300
Europe,Albania,04/04/2022,96337.919,1228.575,975800
Europe,Albania,31/03/2022,96234.482,1228.575,973500
Europe,Albania,29/03/2022,96200.355,1228.223,972000
Europe,Albania,24/03/2022,96099.733,1227.519,969000
Europe,Albania,15/03/2022,95929.801,1226.112,963200
Europe,Albania,14/03/2022,95915.024,1226.112,962400
Europe,Albania,10/03/2022,95815.106,1225.408,960500
Europe,Albania,07/03/2022,95742.982,1224.001,958100
Europe,Albania,01/03/2022,95530.127,1218.724,952900
Europe,Albania,27/02/2022,95455.188,1217.316,950900
Europe,Albania,20/02/2022,94959.114,1207.817,944200
Europe,Albania,16/02/2022,94461.985,1203.243,940500
Europe,Albania,15/02/2022,94396.194,1201.132,939300
Europe,Albania,14/02/2022,94292.053,1199.725,937900
Europe,Albania,13/02/2022,94131.269,1198.67,936500
Europe,Albania,07/02/2022,92869.623,1187.763,928700
Europe,Albania,06/02/2022,92590.625,1186.004,926800
Europe,Albania,01/02/2022,90778.372,1175.801,919300
Europe,Albania,30/01/2022,89976.21,1172.986,887900
Europe,Albania,11/01/2022,77293.955,1139.915,851300
Europe,Albania,10/01/2022,76869.302,1138.859,848200
Europe,Albania,08/01/2022,75609.063,1137.452,843800
Europe,Albania,05/01/2022,74312.586,1133.582,833000
Europe,Albania,04/01/2022,74194.724,1132.878,829000
Europe,Albania,28/12/2021,73077.326,1123.731,815000
Europe,Albania,23/12/2021,72572.105,1118.101,804400
Europe,Albania,21/12/2021,72397.599,1113.88,798800
Europe,Albania,18/12/2021,72098.9,1110.361,792000
Europe,Albania,15/12/2021,71746.019,1104.732,783300
Europe,Albania,14/12/2021,71697.467,1102.621,779800
Europe,Albania,13/12/2021,71604.937,1101.918,776200
Europe,Albania,12/12/2021,71496.222,1101.214,772700
Europe,Albania,08/12/2021,71034.276,1095.936,762100
Europe,Albania,07/12/2021,70973.762,1094.177,760400
Europe,Albania,06/12/2021,70858.363,1093.826,756800
Europe,Albania,05/12/2021,70732.761,1093.474,753600
Europe,Albania,03/12/2021,70425.969,1091.011,749600
Europe,Albania,01/12/2021,70277.147,1087.844,743000
Europe,Albania,30/11/2021,70208.541,1086.789,739200
Europe,Albania,28/11/2021,69918.989,1082.567,737700
Europe,Albania,25/11/2021,69368.382,1074.123,732400
Europe,Albania,24/11/2021,69172.767,1072.716,729900
Europe,Albania,21/11/2021,68789.981,1065.679,721400
Europe,Albania,18/11/2021,68203.487,1056.884,715500
Europe,Albania,17/11/2021,67996.966,1054.421,712600
Europe,Albania,16/11/2021,67928.712,1051.958,709600
Europe,Albania,14/11/2021,67555.073,1049.496,703700
Europe,Albania,11/11/2021,66890.826,1044.922,696700
Europe,Albania,10/11/2021,66619.921,1043.514,693800
Europe,Albania,09/11/2021,66539.001,1039.644,690800
Europe,Albania,07/11/2021,66141.086,1037.182,685100
Europe,Albania,06/11/2021,65919.084,1035.774,684200
Europe,Albania,03/11/2021,65262.578,1031.201,677800
Europe,Albania,01/11/2021,65047.964,1025.923,671900
Europe,Albania,29/10/2021,64483.284,1017.831,669100
Europe,Albania,28/10/2021,64246.858,1016.072,667300
Europe,Albania,27/10/2021,64018.171,1013.257,665300
Europe,Albania,25/10/2021,63769.079,1009.739,661200
Europe,Albania,24/10/2021,63547.78,1007.276,659300
Europe,Albania,22/10/2021,63139.663,1002.351,656500
Europe,Albania,21/10/2021,62907.81,999.536,654500
Europe,Albania,20/10/2021,62691.085,995.314,652500
Europe,Albania,19/10/2021,62614.739,992.148,650400
Europe,Albania,18/10/2021,62461.695,988.63,648300
Europe,Albania,17/10/2021,62311.114,987.574,646300
Europe,Albania,13/10/2021,61626.813,977.019,639100
Europe,Albania,12/10/2021,61558.207,973.853,637000
Europe,Albania,11/10/2021,61443.864,970.687,634600
Europe,Albania,09/10/2021,61120.184,966.113,631700
Europe,Albania,08/10/2021,60932.661,961.891,629600
Europe,Albania,07/10/2021,60731.417,958.725,627700
Europe,Albania,06/10/2021,60514.341,956.262,625600
Europe,Albania,05/10/2021,60441.513,954.503,623300
Europe,Albania,04/10/2021,60277.21,953.447,620900
Europe,Albania,02/10/2021,59856.427,949.225,617800
Europe,Albania,01/10/2021,59621.056,944.652,615400
Europe,Albania,30/09/2021,59381.814,938.67,612700
Europe,Albania,29/09/2021,59172.83,933.393,609600
Europe,Albania,28/09/2021,59069.042,928.819,606500
Europe,Albania,27/09/2021,58879.408,924.949,603400
Europe,Albania,24/09/2021,58084.986,915.098,595800
Europe,Albania,23/09/2021,57796.489,912.635,592300
Europe,Albania,22/09/2021,57489.697,910.173,589000
Europe,Albania,21/09/2021,57331.023,907.71,586000
Europe,Albania,20/09/2021,57056.6,905.599,583200
Europe,Albania,19/09/2021,56757.9,903.84,580500
Europe,Albania,17/09/2021,56089.079,899.618,577100
Europe,Albania,16/09/2021,55740.068,898.211,574500
Europe,Albania,15/09/2021,55390.002,896.451,571900
Europe,Albania,14/09/2021,55245.754,894.692,569300
Europe,Albania,13/09/2021,54941.776,893.285,566500
Europe,Albania,12/09/2021,54636.04,891.878,563500
Europe,Albania,11/09/2021,54292.306,890.47,562300
Europe,Albania,10/09/2021,53941.185,889.415,559300
Europe,Albania,09/09/2021,53561.565,887.656,555700
Europe,Albania,08/09/2021,53301.214,886.248,551400
Europe,Albania,07/09/2021,53124.598,884.841,546600
Europe,Albania,06/09/2021,52809.362,883.786,541500
Europe,Albania,02/09/2021,51502.682,878.86,527700
Europe,Albania,01/09/2021,51131.858,877.805,522500
Europe,Albania,31/08/2021,50960.871,876.749,518000
Europe,Albania,30/08/2021,50690.669,876.046,513000
Europe,Albania,29/08/2021,50372.267,874.99,508300
Europe,Albania,27/08/2021,49735.814,873.583,502400
Europe,Albania,26/08/2021,49438.873,872.527,498200
Europe,Albania,25/08/2021,49157.413,871.824,494500
Europe,Albania,24/08/2021,49017.738,871.824,491300
Europe,Albania,23/08/2021,48829.864,871.472,487900
Europe,Albania,22/08/2021,48598.362,870.768,484400
Europe,Albania,21/08/2021,48410.136,870.065,483200
Europe,Albania,19/08/2021,48058.662,868.305,477900
Europe,Albania,17/08/2021,47829.624,866.898,471600
Europe,Albania,16/08/2021,47689.949,866.546,468200
Europe,Albania,15/08/2021,47545.7,865.843,464800
Europe,Albania,13/08/2021,47315.958,865.491,460900
Europe,Albania,10/08/2021,47113.659,865.139,450400
Europe,Albania,08/08/2021,47000.723,864.787,443300
Europe,Albania,05/08/2021,46867.029,864.435,435600
Europe,Albania,04/08/2021,46844.16,864.435,432500
Europe,Albania,03/08/2021,46835.365,864.435,429800
Europe,Albania,02/08/2021,46821.292,864.435,426700
Europe,Albania,01/08/2021,46805.459,864.435,423300
Europe,Albania,31/07/2021,46792.442,864.435,421800
Europe,Albania,30/07/2021,46775.906,864.435,419000
Europe,Albania,29/07/2021,46765.351,864.083,415100
Europe,Albania,25/07/2021,46732.28,864.083,400600
Europe,Albania,22/07/2021,46701.319,864.083,390500
Europe,Albania,21/07/2021,46686.191,864.083,385400
Europe,Albania,20/07/2021,46682.321,864.083,380800
Europe,Albania,18/07/2021,46668.599,864.083,376200
Europe,Albania,17/07/2021,46662.267,864.083,375400
Europe,Albania,16/07/2021,46657.693,864.083,372900
Europe,Albania,15/07/2021,46654.878,864.083,370200
Europe,Albania,14/07/2021,46651.008,864.083,367100
Europe,Albania,13/07/2021,46649.249,864.083,364400
Europe,Albania,12/07/2021,46647.49,864.083,362100
Europe,Albania,11/07/2021,46645.027,864.083,359800
Europe,Albania,10/07/2021,46639.75,864.083,359400
Europe,Albania,09/07/2021,46636.935,864.083,357600
Europe,Albania,08/07/2021,46632.361,864.083,355800
Europe,Albania,07/07/2021,46629.899,864.083,353800
Europe,Albania,06/07/2021,46629.195,864.083,351800
Europe,Albania,05/07/2021,46628.843,864.083,349700
Europe,Albania,04/07/2021,46626.028,864.083,347800
Europe,Albania,02/07/2021,46624.269,864.083,345300
Europe,Albania,01/07/2021,46621.807,864.083,342800
Europe,Albania,30/06/2021,46621.455,864.083,340600
Europe,Albania,29/06/2021,46621.103,864.083,336200
Europe,Albania,28/06/2021,46620.047,864.083,331900
Europe,Albania,24/06/2021,46615.474,863.732,324700
Europe,Albania,23/06/2021,46613.715,863.732,321200
Europe,Albania,22/06/2021,46613.363,863.38,317100
Europe,Albania,21/06/2021,46612.659,863.38,313100
Europe,Albania,20/06/2021,46611.252,863.38,309900
Europe,Albania,17/06/2021,46605.974,863.38,303500
Europe,Albania,16/06/2021,46603.16,863.028,300500
Europe,Albania,15/06/2021,46602.456,863.028,298500
Europe,Albania,14/06/2021,46598.938,863.028,296400
Europe,Albania,13/06/2021,46594.716,863.028,294300
Europe,Albania,12/06/2021,46590.846,862.676,293700
Europe,Albania,11/06/2021,46586.976,862.676,292100
Europe,Albania,10/06/2021,46580.643,862.676,289600
Europe,Albania,09/06/2021,46576.069,862.676,287300
Europe,Albania,08/06/2021,46574.31,862.324,285000
Europe,Albania,07/06/2021,46572.551,862.324,282800
Europe,Albania,06/06/2021,46571.847,862.324,281000
Europe,Albania,03/06/2021,46559.533,862.324,277000
Europe,Albania,01/06/2021,46549.682,861.973,274500
Europe,Albania,31/05/2021,46545.46,861.621,273200
Europe,Albania,30/05/2021,46541.239,861.269,271700
Europe,Albania,27/05/2021,46521.536,860.917,267100
Europe,Albania,26/05/2021,46516.611,860.213,263500
Europe,Albania,24/05/2021,46502.89,859.158,255100
Europe,Albania,23/05/2021,46494.798,858.806,252100
Europe,Albania,21/05/2021,46474.392,857.751,249400
Europe,Albania,20/05/2021,46465.948,857.047,247600
Europe,Albania,19/05/2021,46452.227,856.695,245500
Europe,Albania,18/05/2021,46446.246,855.64,242400
Europe,Albania,17/05/2021,46433.228,854.584,239300
Europe,Albania,14/05/2021,46386.435,852.473,229900
Europe,Albania,13/05/2021,46371.659,851.418,224600
Europe,Albania,12/05/2021,46354.067,850.01,222600
Europe,Albania,11/05/2021,46343.513,848.603,219000
Europe,Albania,10/05/2021,46323.459,848.251,215700
Europe,Albania,09/05/2021,46292.146,847.196,211100
Europe,Albania,08/05/2021,46268.574,846.492,210000
Europe,Albania,07/05/2021,46236.558,845.437,206100
Europe,Albania,06/05/2021,46204.19,845.085,201300
Europe,Albania,05/05/2021,46186.247,844.029,195800
Europe,Albania,04/05/2021,46172.877,843.326,189100
Europe,Albania,03/05/2021,46154.23,842.974,182100
Europe,Albania,01/05/2021,46081.051,840.511,173800
Europe,Albania,30/04/2021,46039.535,839.456,167800
Europe,Albania,29/04/2021,45996.261,838.4,159500
Europe,Albania,28/04/2021,45950.523,836.993,152600
Europe,Albania,27/04/2021,45926.248,836.641,146700
Europe,Albania,26/04/2021,45881.214,834.53,143800
Europe,Albania,24/04/2021,45777.425,831.716,140800
Europe,Albania,23/04/2021,45730.281,829.605,137700
Europe,Albania,22/04/2021,45681.729,827.845,134700
Europe,Albania,21/04/2021,45629.659,825.734,130900
Europe,Albania,20/04/2021,45594.476,823.975,123100
Europe,Albania,19/04/2021,45545.924,823.272,121700
Europe,Albania,18/04/2021,45493.502,822.216,117100
Europe,Albania,17/04/2021,45430.525,821.513,114300
Europe,Albania,16/04/2021,45371.067,820.105,110700
Europe,Albania,15/04/2021,45298.239,818.346,107100
Europe,Albania,13/04/2021,45171.934,815.18,98900
Europe,Albania,12/04/2021,45088.199,812.717,94100
Europe,Albania,10/04/2021,44860.92,808.143,90400
Europe,Albania,09/04/2021,44749.391,806.032,88200
Europe,Albania,08/04/2021,44659.324,803.218,85300
Europe,Albania,07/04/2021,44609.716,800.051,81800
Europe,Albania,06/04/2021,44516.834,796.885,78000
Europe,Albania,05/04/2021,44394.399,793.718,72700
Europe,Albania,04/04/2021,44274.427,790.552,67900
Europe,Albania,03/04/2021,44156.213,788.441,65300
Europe,Albania,02/04/2021,44033.426,786.33,60700
Europe,Albania,01/04/2021,43880.734,783.515,54700
Europe,Albania,31/03/2021,43773.779,779.645,48800
Europe,Albania,30/03/2021,43673.509,777.534,42000
Europe,Albania,28/03/2021,43350.533,771.202,27400
Europe,Albania,27/03/2021,43192.563,768.387,22500
Europe,Albania,26/03/2021,43026.502,763.813,21900
Europe,Albania,25/03/2021,42868.884,758.536,20900
Europe,Albania,24/03/2021,42762.281,754.666,19000
Europe,Albania,23/03/2021,42641.253,751.851,18200
Europe,Albania,22/03/2021,42409.4,750.444,17000
Europe,Albania,17/03/2021,41521.392,724.761,11700
Europe,Albania,12/03/2021,40403.642,698.725,8300
Europe,Albania,10/03/2021,39960.342,688.171,7600
Europe,Albania,03/03/2021,37972.88,638.915,5600
Europe,Albania,01/03/2021,37369.147,624.49,5000
Europe,Albania,25/02/2021,35993.861,596.696,3600
Europe,Albania,22/02/2021,34852.539,581.568,2400
Europe,Albania,19/02/2021,33678.849,562.921,1500
Europe,Albania,18/02/2021,33300.637,556.588,1100
Europe,Albania,17/02/2021,33018.825,551.311,600
Europe,Albania,09/02/2021,30023.382,513.665,400
Europe,Albania,18/01/2021,23648.304,446.818,200
Europe,Albania,19/01/2021,23815.069,449.281,200
Europe,Albania,20/01/2021,23917.802,450.688,200
Europe,Albania,21/01/2021,24123.972,452.799,200
Europe,Albania,02/02/2021,27487.072,485.519,200
Europe,Albania,13/01/2021,22506.63,438.726,100
Europe,Albania,14/01/2021,22737.428,440.486,100
Europe,Albania,15/01/2021,22986.168,441.893,100
Europe,Albania,16/01/2021,23218.373,443.652,100
Europe,Albania,17/01/2021,23443.893,445.059,100
Europe,Albania,10/01/2021,21946.172,432.745,0
Europe,Albania,12/01/2021,22374.344,436.615,0
Africa,Algeria,04/09/2022,6022.418,153.174,340000
Africa,Algeria,01/05/2022,5918.951,153.107,338600
Africa,Algeria,29/05/2022,5921.022,153.107,338600
Africa,Algeria,24/04/2022,5918.528,153.085,306700
Africa,Algeria,09/03/2022,5908.773,152.728,305200
Africa,Algeria,20/02/2022,5877.885,151.147,303600
Africa,Algeria,08/02/2022,5756.334,148.185,299800
Africa,Algeria,09/01/2022,4938.22,140.97,288900
Africa,Algeria,21/12/2021,4784.4,137.852,279400
Africa,Algeria,14/12/2021,4744.826,136.983,277000
Africa,Algeria,30/11/2021,4684.385,135.046,273800
Africa,Algeria,29/11/2021,4680.109,134.912,270500
Africa,Algeria,25/11/2021,4664.765,134.4,269000
Africa,Algeria,22/11/2021,4653.385,134.088,268000
Africa,Algeria,21/11/2021,4650.868,133.999,267400
Africa,Algeria,13/11/2021,4626.928,132.975,253400
Africa,Algeria,08/11/2021,4613.388,132.396,252000
Africa,Algeria,02/11/2021,4600.248,131.928,251000
Africa,Algeria,30/10/2021,4593.656,131.683,249000
Africa,Algeria,27/10/2021,4587.421,131.371,248300
Africa,Algeria,24/10/2021,4582.076,131.082,246800
Africa,Algeria,25/09/2021,4508.562,128.231,223800
Africa,Algeria,12/09/2021,4450.059,123.777,222500
Africa,Algeria,04/09/2021,4394.072,119.657,178200
Africa,Algeria,20/08/2021,4233.059,109.769,92300
Africa,Algeria,19/02/2021,2481.292,65.697,1700
Africa,Algeria,29/01/2021,2374.217,64.16,0
Africa,Algeria,30/01/2021,2380.386,64.227,0
Europe,Andorra,29/01/2023,599163.358,1991.408,1963400
Europe,Andorra,18/12/2022,596245.131,1978.884,1956900
Europe,Andorra,13/11/2022,584446.977,1941.31,1933400
Europe,Andorra,16/10/2022,580714.653,1941.31,1932800
Europe,Andorra,11/09/2022,577545.934,1941.31,1931500
Europe,Andorra,04/09/2022,576468.82,1928.785,1931200
Europe,Andorra,21/08/2022,575817.542,1928.785,1929700
Europe,Andorra,10/07/2022,559485.49,1916.261,1922900
Europe,Andorra,03/07/2022,553298.348,1916.261,1921900
Europe,Andorra,26/06/2022,548250.942,1916.261,1921100
Europe,Andorra,12/06/2022,541362.424,1916.261,1918500
Europe,Andorra,29/05/2022,537229.313,1916.261,1917200
Europe,Andorra,22/05/2022,533196.398,1916.261,1916100
Europe,Andorra,01/05/2022,517878.837,1916.261,1912400
Europe,Andorra,24/04/2022,513670.579,1916.261,1909500
Europe,Andorra,10/04/2022,505091.242,1916.261,1907500
Europe,Andorra,27/03/2022,497388.625,1916.261,1906100
Europe,Andorra,13/03/2022,485878.537,1903.736,1903700
Europe,Andorra,20/02/2022,470786.418,1878.687,1894800
Europe,Andorra,13/02/2022,465162.882,1853.638,1783800
Europe,Andorra,06/02/2022,458387.085,1841.113,1778000
Europe,Andorra,23/01/2022,413624.238,1803.539,1755900
Europe,Andorra,16/01/2022,374334.632,1778.49,1696100
Europe,Andorra,26/12/2021,272159.112,1740.917,1468500
Europe,Andorra,12/12/2021,243477.825,1665.769,1449200
Europe,Andorra,05/12/2021,225567.677,1653.244,1333000
Europe,Andorra,31/10/2021,194331.375,1628.195,1309200
Europe,Andorra,03/10/2021,190649.149,1628.195,1286200
Europe,Andorra,26/09/2021,189960.297,1628.195,1277900
Europe,Andorra,29/08/2021,188181.807,1628.195,1201300
Europe,Andorra,15/08/2021,186916.824,1615.671,1148000
Europe,Andorra,01/08/2021,183835.778,1603.146,1081100
Europe,Andorra,19/07/2021,178763.323,1590.622,1031400
Europe,Andorra,12/07/2021,176283.456,1590.622,876900
Europe,Andorra,28/06/2021,173866.212,1590.622,855800
Europe,Andorra,21/06/2021,173365.229,1590.622,792400
Europe,Andorra,14/06/2021,173002.016,1590.622,640100
Europe,Andorra,07/06/2021,172551.132,1590.622,519400
Europe,Andorra,31/05/2021,171499.067,1590.622,449800
Europe,Andorra,17/05/2021,169207.069,1590.622,404800
Europe,Andorra,10/05/2021,168117.43,1590.622,396200
Europe,Andorra,03/05/2021,166351.465,1590.622,361700
Europe,Andorra,26/04/2021,163571.008,1553.048,357000
Europe,Andorra,19/04/2021,160377.24,1540.523,330800
Europe,Andorra,12/04/2021,157120.85,1502.95,238800
Europe,Andorra,11/04/2021,156519.67,1502.95,214100
Europe,Andorra,05/04/2021,153188.132,1465.376,191200
Europe,Andorra,04/04/2021,152474.231,1465.376,155800
Europe,Andorra,19/03/2021,142692.534,1415.277,116300
Europe,Andorra,15/03/2021,141101.913,1415.277,104700
Europe,Andorra,10/03/2021,138885.062,1402.753,61500
Europe,Andorra,08/03/2021,138296.407,1402.753,45200
Europe,Andorra,26/02/2021,135252.934,1377.704,31600
Europe,Andorra,24/02/2021,134501.459,1377.704,29900
Europe,Andorra,19/02/2021,132885.788,1340.13,26800
Europe,Andorra,12/02/2021,130142.905,1327.605,20300
Europe,Andorra,10/02/2021,129153.464,1327.605,16200
Europe,Andorra,01/02/2021,124456.746,1264.983,13000
Europe,Andorra,25/01/2021,119597.21,1202.36,7200
Africa,Angola,05/03/2023,2958.133,54.315,691000
Africa,Angola,26/02/2023,2957.515,54.315,688500
Africa,Angola,19/02/2023,2957.178,54.286,679300
Africa,Angola,01/01/2023,2953.02,54.23,671400
Africa,Angola,18/12/2022,2951.306,54.174,666000
Africa,Angola,04/12/2022,2944.955,54.09,659400
Africa,Angola,27/11/2022,2940.769,54.062,655700
Africa,Angola,20/11/2022,2935.907,54.034,652700
Africa,Angola,13/11/2022,2928.63,53.977,651100
Africa,Angola,30/10/2022,2910.956,53.865,646000
Africa,Angola,23/10/2022,2905.786,53.865,643900
Africa,Angola,16/10/2022,2902.554,53.865,641100
Africa,Angola,09/10/2022,2901.374,53.865,637700
Africa,Angola,02/10/2022,2900.616,53.865,635700
Africa,Angola,04/09/2022,2897.778,53.865,626500
Africa,Angola,28/08/2022,2894.771,53.865,624500
Africa,Angola,21/08/2022,2892.046,53.865,621600
Africa,Angola,14/08/2022,2886.932,53.865,617900
Africa,Angola,07/08/2022,2883.925,53.865,607600
Africa,Angola,24/07/2022,2874.512,53.724,599100
Africa,Angola,17/07/2022,2871.927,53.724,592900
Africa,Angola,03/07/2022,2854.815,53.387,581700
Africa,Angola,26/06/2022,2845.177,53.387,573100
Africa,Angola,05/06/2022,2805.333,53.387,547600
Africa,Angola,29/05/2022,2803.142,53.387,532600
Africa,Angola,22/05/2022,2796.567,53.387,517900
Africa,Angola,26/04/2022,2790.835,53.387,502900
Africa,Angola,25/03/2022,2784.035,53.387,492700
Africa,Angola,17/03/2022,2781.337,53.387,485000
Africa,Angola,08/03/2022,2776.308,53.387,473500
Africa,Angola,02/03/2022,2774.622,53.387,467400
Africa,Angola,22/02/2022,2772.149,53.359,456900
Africa,Angola,15/02/2022,2768.609,53.331,446800
Africa,Angola,09/02/2022,2765.574,53.275,435700
