continent,location,date,total_cases_per_million,total_deaths_per_million,total_vaccinations_per_million
South America,Ecuador,09/07/2021,25880.67,1209.266,344200
South America,Ecuador,08/07/2021,25833.506,1207.044,329200
South America,Ecuador,07/07/2021,25773.621,1205.933,316300
South America,Ecuador,06/07/2021,25701.292,1205.211,305300
South America,Ecuador,05/07/2021,25673.126,1203.266,295400
South America,Ecuador,04/07/2021,25673.126,1203.266,287100
South America,Ecuador,03/07/2021,25618.407,1201.211,284000
South America,Ecuador,02/07/2021,25528.468,1200.211,279000
South America,Ecuador,01/07/2021,25471.027,1197.711,273200
South America,Ecuador,30/06/2021,25414.641,1196.878,267800
South America,Ecuador,29/06/2021,25317.646,1195.656,263400
South America,Ecuador,28/06/2021,25239.484,1195.656,259800
South America,Ecuador,27/06/2021,25185.376,1193.545,255900
South America,Ecuador,26/06/2021,25122.713,1190.656,254700
South America,Ecuador,25/06/2021,24969.888,1187.545,251700
South America,Ecuador,24/06/2021,24949,1186.989,247800
South America,Ecuador,23/06/2021,24841.728,1184.101,243100
South America,Ecuador,22/06/2021,24811.563,1183.49,239000
South America,Ecuador,21/06/2021,24800.897,1182.879,235100
South America,Ecuador,20/06/2021,24753.4,1182.379,231400
South America,Ecuador,19/06/2021,24687.237,1179.601,230500
South America,Ecuador,18/06/2021,24573.132,1176.323,227400
South America,Ecuador,17/06/2021,24508.636,1175.101,222300
South America,Ecuador,16/06/2021,24408.308,1169.99,216500
South America,Ecuador,15/06/2021,24395.253,1169.435,211300
South America,Ecuador,14/06/2021,24383.865,1169.268,207400
South America,Ecuador,13/06/2021,24337.979,1167.602,204300
South America,Ecuador,12/06/2021,24283.148,1166.435,202400
South America,Ecuador,11/06/2021,24222.152,1163.769,199600
South America,Ecuador,10/06/2021,24102.547,1161.213,194800
South America,Ecuador,09/06/2021,24053.383,1157.213,190900
South America,Ecuador,08/06/2021,24039.717,1156.269,187500
South America,Ecuador,07/06/2021,24018.274,1155.991,184100
South America,Ecuador,06/06/2021,23966.944,1153.991,180800
South America,Ecuador,05/06/2021,23928.612,1152.991,179100
South America,Ecuador,04/06/2021,23877.393,1150.269,176500
South America,Ecuador,03/06/2021,23824.507,1148.88,171400
South America,Ecuador,02/06/2021,23759.233,1145.492,166900
South America,Ecuador,01/06/2021,23667.405,1142.825,163700
South America,Ecuador,31/05/2021,23656.516,1141.325,160900
South America,Ecuador,30/05/2021,23595.409,1137.992,157600
South America,Ecuador,29/05/2021,23507.858,1133.715,156500
South America,Ecuador,28/05/2021,23461.416,1130.881,154400
South America,Ecuador,27/05/2021,23400.42,1128.382,151400
South America,Ecuador,26/05/2021,23341.312,1123.66,148000
South America,Ecuador,25/05/2021,23287.481,1122.715,144700
South America,Ecuador,24/05/2021,23268.205,1121.771,144400
South America,Ecuador,23/05/2021,23212.041,1121.049,144200
South America,Ecuador,22/05/2021,23144.323,1116.993,139100
South America,Ecuador,21/05/2021,23068.438,1112.271,135900
South America,Ecuador,20/05/2021,22938.001,1109.883,131200
South America,Ecuador,19/05/2021,22857.95,1104.216,126900
South America,Ecuador,18/05/2021,22824.841,1099.161,124200
South America,Ecuador,17/05/2021,22783.676,1094.328,121800
South America,Ecuador,16/05/2021,22749.845,1093.939,119100
South America,Ecuador,15/05/2021,22609.964,1084.051,117900
South America,Ecuador,14/05/2021,22542.245,1080.051,115700
South America,Ecuador,13/05/2021,22478.304,1074.885,112200
South America,Ecuador,12/05/2021,22365.144,1071.385,109700
South America,Ecuador,11/05/2021,22335.423,1068.94,107400
South America,Ecuador,10/05/2021,22237.429,1067.829,105400
South America,Ecuador,09/05/2021,22161.044,1063.107,103700
South America,Ecuador,08/05/2021,22048.106,1058.885,103300
South America,Ecuador,07/05/2021,21961.389,1056.497,102400
South America,Ecuador,06/05/2021,21834.785,1050.33,99800
South America,Ecuador,05/05/2021,21734.457,1047.886,96600
South America,Ecuador,04/05/2021,21556.911,1042.442,93700
South America,Ecuador,03/05/2021,21515.413,1041.053,91500
South America,Ecuador,02/05/2021,21364.866,1040.164,88700
South America,Ecuador,01/05/2021,21213.375,1034.998,86500
South America,Ecuador,30/04/2021,21148.212,1030.609,83500
South America,Ecuador,29/04/2021,20980.054,1026.054,79700
South America,Ecuador,28/04/2021,20850.45,1021.554,75700
South America,Ecuador,27/04/2021,20819.674,1016.61,72700
South America,Ecuador,26/04/2021,20741.179,1009.777,69200
South America,Ecuador,25/04/2021,20707.403,1008.722,66600
South America,Ecuador,24/04/2021,20626.963,1003.389,66200
South America,Ecuador,23/04/2021,20298.481,998,64900
South America,Ecuador,22/04/2021,20156.822,989.056,61700
South America,Ecuador,21/04/2021,20062.994,985.723,58900
South America,Ecuador,20/04/2021,20030.163,983.445,55500
South America,Ecuador,19/04/2021,20029.218,983.445,52900
South America,Ecuador,18/04/2021,19896.504,980.001,50600
South America,Ecuador,17/04/2021,19774.677,973.724,50400
South America,Ecuador,16/04/2021,19745.068,971.557,47900
South America,Ecuador,15/04/2021,19473.305,966.613,45400
South America,Ecuador,14/04/2021,19309.425,963.891,43400
South America,Ecuador,13/04/2021,19280.593,960.947,41500
South America,Ecuador,12/04/2021,19266.539,960.669,38800
South America,Ecuador,10/04/2021,19036.607,953.169,38300
South America,Ecuador,11/04/2021,19158.767,959.669,38300
South America,Ecuador,09/04/2021,18977.777,950.78,38100
South America,Ecuador,08/04/2021,18865.839,947.558,37500
South America,Ecuador,07/04/2021,18760.178,944.614,36600
South America,Ecuador,06/04/2021,18708.792,943.67,34100
South America,Ecuador,05/04/2021,18647.906,941.948,32000
South America,Ecuador,04/04/2021,18508.692,940.448,29200
South America,Ecuador,03/04/2021,18445.529,939.392,29100
South America,Ecuador,02/04/2021,18353.867,937.559,28600
South America,Ecuador,01/04/2021,18263.15,935.892,27900
South America,Ecuador,31/03/2021,18183.71,932.17,26000
South America,Ecuador,30/03/2021,18061.439,930.282,25300
South America,Ecuador,29/03/2021,18025.774,929.837,24700
South America,Ecuador,27/03/2021,17857.395,923.949,23500
South America,Ecuador,28/03/2021,17926.724,926.56,23500
South America,Ecuador,26/03/2021,17702.126,921.171,23100
South America,Ecuador,25/03/2021,17599.409,918.838,21800
South America,Ecuador,24/03/2021,17419.586,916.838,20600
South America,Ecuador,23/03/2021,17379.644,915.393,20100
South America,Ecuador,22/03/2021,17365.589,913.894,18800
South America,Ecuador,21/03/2021,17269.483,913.005,16400
South America,Ecuador,20/03/2021,17201.431,911.727,16300
South America,Ecuador,19/03/2021,17078.438,907.338,15800
South America,Ecuador,18/03/2021,16976.722,905.505,15300
South America,Ecuador,17/03/2021,16824.286,903.227,14800
South America,Ecuador,16/03/2021,16804.509,902.172,14500
South America,Ecuador,15/03/2021,16789.121,901.95,14000
South America,Ecuador,13/03/2021,16622.186,899.561,13400
South America,Ecuador,14/03/2021,16702.737,900.783,13400
South America,Ecuador,12/03/2021,16552.245,895.95,12400
South America,Ecuador,11/03/2021,16490.249,894.672,9600
South America,Ecuador,09/03/2021,16366.756,891.228,7600
South America,Ecuador,10/03/2021,16394.31,892.673,7600
South America,Ecuador,08/03/2021,16360.367,891.006,7500
South America,Ecuador,06/03/2021,16169.655,888.673,7200
South America,Ecuador,07/03/2021,16273.705,889.95,7200
South America,Ecuador,05/03/2021,16095.493,886.562,7000
South America,Ecuador,04/03/2021,16080.883,884.451,5900
South America,Ecuador,27/02/2021,15699.071,872.896,4300
South America,Ecuador,28/02/2021,15699.071,872.896,4300
South America,Ecuador,01/03/2021,15896.615,878.34,4300
South America,Ecuador,02/03/2021,15908.392,879.507,4300
South America,Ecuador,03/03/2021,15928.28,880.507,4300
South America,Ecuador,26/02/2021,15619.631,870.452,4200
South America,Ecuador,25/02/2021,15486.86,868.507,3700
South America,Ecuador,22/02/2021,15258.762,863.063,2600
South America,Ecuador,23/02/2021,15275.15,863.674,2600
South America,Ecuador,24/02/2021,15320.258,864.785,2600
South America,Ecuador,21/02/2021,15171.211,861.785,2500
South America,Ecuador,19/02/2021,14991.388,857.952,2400
South America,Ecuador,20/02/2021,15070.05,859.619,2400
South America,Ecuador,18/02/2021,14900.226,855.175,2100
South America,Ecuador,11/02/2021,14447.862,839.731,800
South America,Ecuador,12/02/2021,14572.133,842.953,800
South America,Ecuador,13/02/2021,14639.018,845.508,800
South America,Ecuador,15/02/2021,14844.896,851.119,800
South America,Ecuador,17/02/2021,14892.115,855.064,800
South America,Ecuador,03/02/2021,13959.167,828.565,700
South America,Ecuador,04/02/2021,14020.886,830.454,700
South America,Ecuador,05/02/2021,14073.605,831.509,700
South America,Ecuador,06/02/2021,14188.766,832.287,700
South America,Ecuador,08/02/2021,14348.201,833.954,700
South America,Ecuador,10/02/2021,14431.586,838.064,700
South America,Ecuador,01/02/2021,13934.113,825.454,500
South America,Ecuador,02/02/2021,13942.891,827.176,500
South America,Ecuador,27/01/2021,13451.807,814.844,400
South America,Ecuador,28/01/2021,13528.969,816.843,400
South America,Ecuador,29/01/2021,13665.906,820.288,400
South America,Ecuador,31/01/2021,13875.839,825.01,400
South America,Ecuador,25/01/2021,13404.365,812.344,300
South America,Ecuador,26/01/2021,13419.642,813.233,300
South America,Ecuador,21/01/2021,13016.775,802.011,200
South America,Ecuador,22/01/2021,13120.881,806.955,200
South America,Ecuador,23/01/2021,13174.711,808.955,200
South America,Ecuador,20/01/2021,12919.725,798.956,0
Africa,Egypt,26/02/2023,4646.342,223.524,950500
Africa,Egypt,19/02/2023,4646.342,223.524,941600
Africa,Egypt,31/01/2023,4645.541,223.488,919800
Africa,Egypt,29/01/2023,4645.541,223.488,913700
Africa,Egypt,22/01/2023,4645.279,223.488,913200
Africa,Egypt,15/01/2023,4645.063,223.47,912000
Africa,Egypt,03/01/2023,4644.856,223.461,910600
Africa,Egypt,18/12/2022,4644.333,223.443,909900
Africa,Egypt,04/12/2022,4644.135,223.425,908400
Africa,Egypt,27/11/2022,4643.937,223.425,907700
Africa,Egypt,14/11/2022,4643.838,223.425,906000
Africa,Egypt,06/11/2022,4643.712,223.425,905000
Africa,Egypt,30/10/2022,4643.667,223.425,903700
Africa,Egypt,23/10/2022,4643.631,223.425,902000
Africa,Egypt,29/09/2022,4643.396,223.416,891200
Africa,Egypt,25/09/2022,4643.306,223.416,886800
Africa,Egypt,11/09/2022,4643.072,223.407,883100
Africa,Egypt,04/09/2022,4642.829,223.389,881200
Africa,Egypt,30/08/2022,4642.829,223.389,879000
Africa,Egypt,21/08/2022,4641.838,223.317,874600
Africa,Egypt,15/08/2022,4641.838,223.317,869800
Africa,Egypt,07/08/2022,4639.072,223.218,866400
Africa,Egypt,27/07/2022,4636.981,223.128,857900
Africa,Egypt,19/07/2022,4634.765,222.993,849500
Africa,Egypt,16/07/2022,4632.684,222.768,838000
Africa,Egypt,05/07/2022,4632.242,222.759,831300
Africa,Egypt,29/06/2022,4631.837,222.75,823900
Africa,Egypt,27/06/2022,4631.837,222.75,814300
Africa,Egypt,20/06/2022,4631.467,222.741,803300
Africa,Egypt,14/06/2022,4631.116,222.723,793300
Africa,Egypt,05/06/2022,4630.539,222.705,776000
Africa,Egypt,30/05/2022,4630.539,222.705,768200
Africa,Egypt,15/05/2022,4629.656,222.263,747000
Africa,Egypt,14/05/2022,4629.656,222.263,746300
Africa,Egypt,08/05/2022,4629.152,222.011,742200
Africa,Egypt,04/05/2022,4629.152,222.011,740100
Africa,Egypt,30/04/2022,4626.251,221.695,739000
Africa,Egypt,23/04/2022,4620.638,221.317,733300
Africa,Egypt,12/04/2022,4612.817,220.939,722000
Africa,Egypt,27/03/2022,4512.916,219.488,702600
Africa,Egypt,20/03/2022,4463.218,218.731,691200
Africa,Egypt,15/03/2022,4463.218,218.731,679100
Africa,Egypt,01/03/2022,4358.686,216.902,643000
Africa,Egypt,26/02/2022,4315.556,215.848,636900
Africa,Egypt,19/02/2022,4193.374,212.92,625100
Africa,Egypt,09/02/2022,4001.411,207.703,610200
Africa,Egypt,06/02/2022,3940.442,206.117,605600
Africa,Egypt,30/01/2022,3797.438,203.315,586100
Africa,Egypt,24/01/2022,3694.906,201.531,573300
Africa,Egypt,21/01/2022,3652.515,200.558,566000
Africa,Egypt,15/01/2022,3583.905,199.09,551600
Africa,Egypt,08/01/2022,3523.873,197.396,530100
Africa,Egypt,04/01/2022,3494.744,196.567,518000
Africa,Egypt,24/12/2021,3413.305,193.801,475900
Africa,Egypt,20/12/2021,3381.653,192.459,457600
Africa,Egypt,18/12/2021,3365.246,191.702,448200
Africa,Egypt,14/12/2021,3333.604,190.143,431000
Africa,Egypt,11/12/2021,3310.71,188.9,416600
Africa,Egypt,06/12/2021,3272.022,186.746,396200
Africa,Egypt,04/12/2021,3255.858,185.99,387100
Africa,Egypt,29/11/2021,3213.962,183.323,366200
Africa,Egypt,28/11/2021,3205.394,182.944,359600
Africa,Egypt,20/11/2021,3140.92,178.493,332500
Africa,Egypt,13/11/2021,3082.23,174.484,314200
Africa,Egypt,10/11/2021,3057.345,172.862,303300
Africa,Egypt,06/11/2021,3024.351,170.727,275400
Africa,Egypt,01/11/2021,2982.401,168.042,260700
Africa,Egypt,29/10/2021,2957.102,166.528,250600
Africa,Egypt,23/10/2021,2908.836,163.934,226000
Africa,Egypt,17/10/2021,2861.381,161.51,208800
Africa,Egypt,08/10/2021,2792.447,158.429,181600
Africa,Egypt,30/09/2021,2737.028,155.816,152800
Africa,Egypt,27/09/2021,2717.585,154.852,146200
Africa,Egypt,23/09/2021,2693.826,153.554,135700
Africa,Egypt,16/09/2021,2653.228,152.338,116800
Africa,Egypt,15/09/2021,2648.444,152.221,108000
Africa,Egypt,11/09/2021,2631.028,151.788,103500
Africa,Egypt,09/09/2021,2623.405,151.581,97000
Africa,Egypt,05/09/2021,2609.999,151.149,93900
Africa,Egypt,01/09/2021,2598.799,150.788,84600
Africa,Egypt,27/08/2021,2587.249,150.473,78800
Africa,Egypt,25/08/2021,2583.429,150.311,72100
Africa,Egypt,16/08/2021,2571.022,149.734,58400
Africa,Egypt,10/08/2021,2565.896,149.401,51800
Africa,Egypt,05/08/2021,2563.039,149.112,50900
Africa,Egypt,01/08/2021,2561.147,148.878,50200
Africa,Egypt,26/07/2021,2559.003,148.545,48100
Africa,Egypt,25/07/2021,2558.652,148.491,47800
Africa,Egypt,12/07/2021,2550.696,147.725,45600
Africa,Egypt,08/07/2021,2546.011,147.148,41100
Africa,Egypt,07/07/2021,2544.56,146.914,40800
Africa,Egypt,06/07/2021,2543.083,146.716,40500
Africa,Egypt,04/07/2021,2539.893,146.337,40000
Africa,Egypt,28/06/2021,2526.297,144.986,38600
Africa,Egypt,27/06/2021,2522.793,144.716,38300
Africa,Egypt,23/06/2021,2507.386,143.571,37300
Africa,Egypt,20/06/2021,2493.52,142.616,36100
Africa,Egypt,16/06/2021,2472.329,141.373,34200
Africa,Egypt,14/06/2021,2461.319,140.76,33800
Africa,Egypt,12/06/2021,2448.687,140.076,31600
Africa,Egypt,09/06/2021,2428.388,139.084,30100
Africa,Egypt,01/06/2021,2366.427,136.012,25400
Africa,Egypt,29/05/2021,2338.407,134.697,23300
Africa,Egypt,25/05/2021,2297.358,133.039,19200
Africa,Egypt,24/05/2021,2287.006,132.633,18600
Africa,Egypt,23/05/2021,2276.69,132.174,17700
Africa,Egypt,22/05/2021,2266.319,131.642,16900
Africa,Egypt,11/05/2021,2149.381,125.885,12400
Africa,Egypt,09/05/2021,2128.767,124.741,11700
Africa,Egypt,18/04/2021,1941.471,114.371,5900
Africa,Egypt,27/03/2021,1790.079,106.352,1500
Africa,Egypt,24/01/2021,1451.868,80.205,0
Africa,Egypt,30/01/2021,1485.457,83.043,0
North America,El Salvador,02/10/2022,31845.405,667.414,1781600
North America,El Salvador,26/07/2022,28560.413,661.102,1756200
North America,El Salvador,08/07/2022,26773.276,655.42,1735800
North America,El Salvador,29/06/2022,26773.276,653.526,1729500
North America,El Salvador,21/06/2022,25903.381,652.895,1719100
North America,El Salvador,16/06/2022,25903.381,652.579,1716400
North America,El Salvador,07/06/2022,25840.411,652.264,1711300
North America,El Salvador,03/06/2022,25685.749,652.106,1710000
North America,El Salvador,30/05/2022,25685.749,651.948,1707600
North America,El Salvador,26/05/2022,25580.642,651.948,1705800
North America,El Salvador,20/05/2022,25580.642,651.79,1702400
North America,El Salvador,26/04/2022,25580.642,651.475,1685600
North America,El Salvador,18/04/2022,25580.642,650.843,1676100
North America,El Salvador,04/04/2022,25416.984,650.054,1662300
North America,El Salvador,01/04/2022,25416.984,650.054,1659500
North America,El Salvador,24/03/2022,25416.984,649.107,1644200
North America,El Salvador,23/03/2022,25416.984,649.107,1636800
North America,El Salvador,18/03/2022,24677.131,647.687,1627900
North America,El Salvador,17/03/2022,24677.131,647.687,1626700
North America,El Salvador,14/03/2022,24677.131,647.056,1623700
North America,El Salvador,28/02/2022,23323.364,642.006,1615200
North America,El Salvador,27/02/2022,23323.364,642.006,1610400
North America,El Salvador,15/02/2022,23323.364,631.59,1595800
North America,El Salvador,13/02/2022,21322.699,629.538,1593100
North America,El Salvador,10/02/2022,21322.699,626.066,1591600
North America,El Salvador,30/01/2022,21031.208,612.967,1574800
North America,El Salvador,27/01/2022,20044.843,610.126,1573000
North America,El Salvador,25/01/2022,20044.843,608.706,1568100
North America,El Salvador,24/01/2022,20044.843,608.39,1566100
North America,El Salvador,20/01/2022,19502.736,606.023,1561500
North America,El Salvador,04/01/2022,19259.853,603.814,1523100
North America,El Salvador,30/12/2021,19212.981,603.024,1518300
North America,El Salvador,22/12/2021,19179.682,601.288,1507800
North America,El Salvador,21/12/2021,19179.682,601.131,1503800
North America,El Salvador,20/12/2021,19172.422,600.815,1499800
North America,El Salvador,16/12/2021,19138.175,599.71,1493900
North America,El Salvador,13/12/2021,18907.129,598.921,1482700
North America,El Salvador,12/12/2021,18907.129,598.606,1477800
North America,El Salvador,08/12/2021,18907.129,597.974,1468600
North America,El Salvador,07/12/2021,18907.129,597.501,1465000
North America,El Salvador,06/12/2021,18907.129,597.027,1461500
North America,El Salvador,05/12/2021,18907.129,596.712,1458400
North America,El Salvador,30/11/2021,18907.129,595.607,1448800
North America,El Salvador,28/11/2021,18629.053,594.818,1443100
North America,El Salvador,24/11/2021,18629.053,593.24,1439600
North America,El Salvador,23/11/2021,18629.053,592.766,1432100
North America,El Salvador,22/11/2021,18629.053,592.293,1428700
North America,El Salvador,21/11/2021,18629.053,591.977,1424400
North America,El Salvador,16/11/2021,18629.053,588.821,1411900
North America,El Salvador,14/11/2021,18578.709,587.243,1402800
North America,El Salvador,11/11/2021,18347.662,584.56,1396800
North America,El Salvador,10/11/2021,18347.662,583.139,1391700
North America,El Salvador,09/11/2021,18347.662,582.35,1386900
North America,El Salvador,08/11/2021,18347.662,581.088,1381800
North America,El Salvador,04/11/2021,17900.089,576.669,1369100
North America,El Salvador,03/11/2021,17900.089,575.564,1363500
North America,El Salvador,28/10/2021,17900.089,567.515,1344100
North America,El Salvador,25/10/2021,17721.439,562.465,1327500
North America,El Salvador,18/10/2021,17389.704,548.735,1290700
North America,El Salvador,17/10/2021,17389.704,546.052,1285000
North America,El Salvador,14/10/2021,16991.37,539.739,1277800
North America,El Salvador,13/10/2021,16991.37,537.372,1272400
North America,El Salvador,12/10/2021,16991.37,535.32,1267600
North America,El Salvador,11/10/2021,16991.37,533.584,1261700
North America,El Salvador,10/10/2021,16991.37,531.533,1254300
North America,El Salvador,07/10/2021,16939.448,525.062,1245500
North America,El Salvador,06/10/2021,16468.044,522.695,1236700
North America,El Salvador,05/10/2021,16468.044,519.696,1228300
North America,El Salvador,04/10/2021,16468.044,517.171,1218000
North America,El Salvador,03/10/2021,16468.044,514.804,1207900
North America,El Salvador,30/09/2021,16468.044,508.491,1197000
North America,El Salvador,29/09/2021,16468.044,506.755,1187700
North America,El Salvador,27/09/2021,16415.333,502.652,1167400
North America,El Salvador,26/09/2021,16362.306,500.916,1159900
North America,El Salvador,23/09/2021,16101.274,495.234,1151800
North America,El Salvador,22/09/2021,16101.274,493.183,1141600
North America,El Salvador,21/09/2021,16101.274,491.447,1133800
North America,El Salvador,19/09/2021,15734.662,487.659,1129000
North America,El Salvador,16/09/2021,15734.662,482.293,1115100
North America,El Salvador,14/09/2021,15734.662,478.506,1106400
North America,El Salvador,13/09/2021,15683.528,476.927,1097600
North America,El Salvador,10/09/2021,15485.466,472.666,1087800
North America,El Salvador,09/09/2021,15161.149,471.246,1077400
North America,El Salvador,07/09/2021,15161.149,468.563,1056200
North America,El Salvador,06/09/2021,15161.149,467.301,1045600
North America,El Salvador,03/09/2021,15161.149,463.039,1033500
North America,El Salvador,02/09/2021,15161.149,461.777,1021100
North America,El Salvador,31/08/2021,14844.408,459.094,994000
North America,El Salvador,30/08/2021,14844.408,457.358,979700
North America,El Salvador,27/08/2021,14844.408,453.255,963500
North America,El Salvador,25/08/2021,14627.565,450.572,930500
North America,El Salvador,24/08/2021,14627.565,449.151,914400
North America,El Salvador,23/08/2021,14627.565,448.205,899700
North America,El Salvador,20/08/2021,14584.954,444.575,884100
North America,El Salvador,19/08/2021,14540.607,443.786,869500
North America,El Salvador,18/08/2021,14224.023,442.523,854900
North America,El Salvador,17/08/2021,14224.023,440.945,840800
North America,El Salvador,16/08/2021,14224.023,440.156,826200
North America,El Salvador,13/08/2021,14224.023,435.421,811800
North America,El Salvador,12/08/2021,14176.204,433.843,796300
North America,El Salvador,11/08/2021,13946.578,432.738,781400
North America,El Salvador,10/08/2021,13946.578,430.844,766800
North America,El Salvador,09/08/2021,13946.578,428.793,751700
North America,El Salvador,05/08/2021,13808.803,421.691,736100
North America,El Salvador,04/08/2021,13808.803,420.271,722500
North America,El Salvador,03/08/2021,13670.238,418.377,707400
North America,El Salvador,02/08/2021,13670.238,416.799,693500
North America,El Salvador,30/07/2021,13581.702,410.17,680100
North America,El Salvador,29/07/2021,13581.702,408.276,668800
North America,El Salvador,28/07/2021,13537.513,406.698,657800
North America,El Salvador,27/07/2021,13365.806,405.12,646100
North America,El Salvador,26/07/2021,13365.806,403.7,634000
North America,El Salvador,23/07/2021,13279.479,399.123,621400
North America,El Salvador,22/07/2021,13075.578,397.545,609300
North America,El Salvador,21/07/2021,13075.578,395.809,597200
North America,El Salvador,20/07/2021,13075.578,394.388,585600
North America,El Salvador,19/07/2021,13075.578,393.284,574200
North America,El Salvador,16/07/2021,12998.405,389.812,562400
North America,El Salvador,14/07/2021,12884.933,387.76,540100
North America,El Salvador,13/07/2021,12884.933,387.129,529100
North America,El Salvador,12/07/2021,12772.566,385.866,518300
North America,El Salvador,09/07/2021,12772.566,383.183,507100
North America,El Salvador,08/07/2021,12662.567,381.921,495100
North America,El Salvador,06/07/2021,12592.338,380.185,471100
North America,El Salvador,02/07/2021,12430.731,376.713,456200
North America,El Salvador,01/07/2021,12430.731,375.766,449200
North America,El Salvador,25/06/2021,12228.408,371.031,422100
North America,El Salvador,23/06/2021,12228.408,369.453,408200
North America,El Salvador,22/06/2021,12228.408,368.664,401900
North America,El Salvador,21/06/2021,12104.205,368.033,395500
North America,El Salvador,18/06/2021,12072.326,365.35,389300
North America,El Salvador,16/06/2021,11891.781,363.772,383100
North America,El Salvador,15/06/2021,11891.781,362.825,377000
North America,El Salvador,11/06/2021,11833.704,360.457,364700
North America,El Salvador,09/06/2021,11700.821,359.668,352200
North America,El Salvador,07/06/2021,11700.821,358.248,338900
North America,El Salvador,02/06/2021,11631.539,355.407,318100
North America,El Salvador,01/06/2021,11559.573,354.934,311100
North America,El Salvador,31/05/2021,11559.573,354.303,303900
North America,El Salvador,27/05/2021,11492.501,351.777,289200
North America,El Salvador,26/05/2021,11492.501,350.988,282100
North America,El Salvador,25/05/2021,11397.652,350.357,274900
North America,El Salvador,24/05/2021,11397.652,349.726,267200
North America,El Salvador,22/05/2021,11397.652,348.148,259200
North America,El Salvador,21/05/2021,11280.708,347.516,252300
North America,El Salvador,20/05/2021,11280.708,347.043,243700
North America,El Salvador,19/05/2021,11280.708,346.412,236300
North America,El Salvador,18/05/2021,11280.708,345.78,229100
North America,El Salvador,17/05/2021,11280.708,345.149,221300
North America,El Salvador,15/05/2021,11191.698,343.729,213100
North America,El Salvador,14/05/2021,11191.698,342.94,206800
North America,El Salvador,13/05/2021,11107.266,342.15,198900
North America,El Salvador,11/05/2021,11107.266,340.572,184300
North America,El Salvador,07/05/2021,11046.821,338.205,175900
North America,El Salvador,06/05/2021,11046.821,337.889,168600
North America,El Salvador,05/05/2021,11004.21,337.258,162500
North America,El Salvador,04/05/2021,10962.862,336.785,156400
North America,El Salvador,30/04/2021,10920.724,334.575,144500
North America,El Salvador,29/04/2021,10877.166,334.102,138100
North America,El Salvador,28/04/2021,10877.166,333.155,131600
North America,El Salvador,27/04/2021,10805.517,332.366,124400
North America,El Salvador,26/04/2021,10805.517,331.892,117700
North America,El Salvador,23/04/2021,10732.762,329.683,110200
North America,El Salvador,22/04/2021,10732.762,329.209,103600
North America,El Salvador,20/04/2021,10661.744,327.947,98300
North America,El Salvador,19/04/2021,10661.744,327.473,86400
North America,El Salvador,17/04/2021,10613.136,326.369,79200
North America,El Salvador,16/04/2021,10589.463,325.737,72700
North America,El Salvador,15/04/2021,10544.8,325.106,64800
North America,El Salvador,14/04/2021,10544.8,324.633,57000
North America,El Salvador,13/04/2021,10493.194,324.159,49000
North America,El Salvador,12/04/2021,10493.194,323.686,41700
North America,El Salvador,11/04/2021,10335.691,323.212,31600
North America,El Salvador,09/04/2021,10335.691,321.95,28400
North America,El Salvador,07/04/2021,10335.691,320.372,25300
North America,El Salvador,02/04/2021,10168.403,317.846,21000
North America,El Salvador,01/04/2021,10168.403,317.215,19000
North America,El Salvador,31/03/2021,10168.403,316.584,15800
North America,El Salvador,28/03/2021,10063.454,315.321,11000
North America,El Salvador,21/03/2021,9868.548,311.692,7700
North America,El Salvador,18/03/2021,9868.548,309.64,6600
North America,El Salvador,17/03/2021,9868.548,309.009,5700
North America,El Salvador,14/03/2021,9798.319,306.957,3900
North America,El Salvador,25/02/2021,9348.378,287.703,2500
North America,El Salvador,22/02/2021,9239.642,283.915,900
North America,El Salvador,17/02/2021,9157.102,277.445,0
Africa,Equatorial Guinea,24/07/2022,9943.185,109.259,291800
Africa,Equatorial Guinea,19/06/2022,9523.463,109.259,289300
Africa,Equatorial Guinea,26/06/2022,9549.733,109.259,289300
Africa,Equatorial Guinea,02/05/2022,9497.193,109.259,286600
Africa,Equatorial Guinea,29/05/2022,9505.551,109.259,286600
Africa,Equatorial Guinea,05/06/2022,9507.342,109.259,286600
Africa,Equatorial Guinea,16/04/2022,9496.596,109.259,284600
Africa,Equatorial Guinea,26/03/2022,9494.805,109.259,282600
Africa,Equatorial Guinea,05/03/2022,9486.446,109.259,279100
Africa,Equatorial Guinea,26/02/2022,9479.281,108.662,276800
Africa,Equatorial Guinea,18/01/2022,9249.419,106.274,272000
Africa,Equatorial Guinea,08/01/2022,8598.043,105.677,270800
Africa,Equatorial Guinea,22/12/2021,8130.557,104.483,270300
Africa,Equatorial Guinea,16/12/2021,8129.96,104.483,270200
Africa,Equatorial Guinea,14/12/2021,8126.975,104.483,267800
Africa,Equatorial Guinea,01/12/2021,8115.034,104.483,266700
Africa,Equatorial Guinea,29/11/2021,8107.272,103.289,266100
Africa,Equatorial Guinea,25/11/2021,8088.167,101.498,265700
Africa,Equatorial Guinea,22/11/2021,8082.793,101.498,264600
Africa,Equatorial Guinea,19/11/2021,8075.032,101.498,264400
Africa,Equatorial Guinea,17/11/2021,8071.45,100.901,263400
Africa,Equatorial Guinea,15/11/2021,8035.627,100.304,262900
Africa,Equatorial Guinea,10/11/2021,8035.627,100.304,261800
Africa,Equatorial Guinea,06/11/2021,8004.581,100.304,260600
Africa,Equatorial Guinea,03/11/2021,7986.669,99.706,258600
